x,y
-3.3398026232822686,-35.762956364176475
-3.720066103054057,-51.896385233788514
-3.045134719336806,-26.293998039670768
-3.2621030833042317,-30.14398188099272
-3.4456459474885994,-41.6108089245294
-3.388279253765648,-39.6013350153936
-3.58039993757221,-41.16045255110687
-3.7522690104988428,-50.52785262424024
-3.644027321348738,-49.797225528896305
-3.242153889535631,-32.45242098501632
-3.985606511370244,-64.70184871245308
-3.8839273594930837,-59.98581298068112
-3.9539973579782473,-61.09128393236103
-3.95927119768103,-67.80469668434631
-3.1445394159889926,-36.268362180057515
-3.296342140619976,-37.504492734194535
-3.5258261709126746,-46.86962577446242
-3.9021658393489984,-58.47514014493163
-3.5083841248831678,-45.907927487645544
-3.5265282292194344,-48.09423153990832
-3.8267981300899847,-51.64415472698667
-3.566148350762027,-46.02951407621233
-3.6014952656026264,-46.51157546275709
-3.3841499019477834,-43.031121677443274
-3.3649063491323563,-39.73261909757545
-3.9546959902279557,-61.51717621706496
-3.6253873853735286,-51.10301944708039
-3.374140084285764,-37.28688787401194
-3.4968637414199124,-44.56176181532734
-3.1435101588116776,-31.938167643932303
-3.341306368381055,-39.10856090836816
-3.8370655729185703,-50.936558954423106
-3.9294312525995703,-60.71259974760895
-3.3575807217936844,-41.02430972029679
-3.973488689458378,-60.268237919268536
-3.414224418726537,-43.461900477132865
-3.0597697585750425,-28.01955803579536
-3.424525822124121,-46.03971609827586
-3.6118300737934783,-51.102024538388555
-3.356711781557647,-37.23121323285448
-3.541747109508483,-42.212178914295315
-3.454383210684065,-40.706232585890504
-3.058535191223475,-28.95843289084454
-3.613897362199226,-48.10172908926595
-3.038809436176086,-32.49703475258251
-3.0946493580439363,-31.796539717540185
-3.8042088652107036,-56.4364463741937
-3.9306386991248345,-57.556689063515456
-3.8992219986225733,-58.2526520098196
-3.98177817434845,-68.41845120369211
0.1888859215118568,0.9789909595687576
1.3660135468327137,1.3937248888844538
0.14237729692045797,-2.027879828776491
0.6379512605875226,2.0946634258130157
1.6897506219389091,7.917671136731845
0.04654387147165173,2.793941186825445
1.6289369651778716,1.8046268233845018
0.5637095495467999,-0.74850801422063
0.2363296552433125,1.0069897086219972
1.3934743307283013,5.632443022467706
1.257885693559768,0.5528001560017402
1.754944027054106,4.8479497672854315
1.4701420876077715,-0.14156072164731803
1.6069618607696972,0.5610801999190942
0.564069145142613,2.6170496036523163
0.35487908755944564,4.113413262309845
1.5012295032817167,3.1672755868216385
1.613669478534528,7.212479745315132
1.9810102840013466,8.859188291172865
0.825235353822853,-1.373362938621529
0.7440361715855663,1.4960776702699654
1.5528259214839937,8.358389685181013
0.6816070805060357,0.20918849762255326
1.8615146512071294,11.144520034324437
1.7168255036860236,-2.798909634423257
0.8579880547500367,3.097309844503969
1.5017421355829947,3.647914282850926
1.5090857481693647,2.5396789774706563
0.20624773767186522,0.28405572253834493
1.8051058133591333,-0.0809373304644545
1.0105047448957143,0.3728307793656628
1.6529149322154832,5.587312507480496
0.6400992020612235,4.695948052613169
1.791046456992401,4.190593085410972
0.7784033574683262,-1.9538370394129874
0.02167530296059672,-1.505260947289684
1.8107639528385273,8.683458880312973
0.18257335357226712,0.9923390519476558
0.6386272751808297,-1.328819800148655
1.9001239341016098,8.400144593212477
1.9012142938751122,7.16339185720688
1.1468757762465722,4.414448258032612
1.2636744243395985,-0.08823164850738596
0.8968910439566395,-0.2615151358878851
0.5864215433961291,-0.9746598219788423
0.6573290907398319,-4.106525082833732
1.3450369121540768,3.3216997867200813
1.50474905887536,4.190323562077441
1.583158087451697,3.9833512244353804
1.5792362855891078,3.234833754114046
5.09120610304869,127.71988250382387
5.494420304702581,164.6072202042441
5.0575587600166445,128.33864930728456
5.549528882323735,168.5035120810597
5.441530501373377,160.64124423344686
5.887704182758299,205.30977452897665
5.350915012552079,158.86751598254327
5.1170670164276055,134.5109343323352
5.142991682052836,136.80665033992403
5.7615106317174725,191.03003509385906
5.618218063316261,171.57922368099315
5.10112267612279,132.65908007707432
5.084106806114997,131.59540537871862
5.70096913145912,192.67720364227642
5.072763006364194,129.95994464986828
5.821860059290357,198.2310844588234
5.706242227156496,185.69796112339665
5.0813487806419,127.69492713261499
5.084837714085192,134.89986918006687
5.986639578501175,216.81608420686777
5.374270795756121,157.59701229095504
5.370642147066891,152.1815498711448
5.812799567257502,200.61496798061717
5.947248577383859,206.14723520361665
5.9860010638228704,216.25221089474994
5.753378185258942,197.0160125256934
5.376259585530915,152.42469662450446
5.083500716698669,129.6688283067959
5.777146915927437,193.11369629938764
5.558404249735805,170.22124035175364
5.424222009246976,154.9404699197765
5.906354385094736,206.24899231075585
5.111197482306151,130.33974817638438
5.492625104290859,167.12740252511804
5.011353644767419,123.09518569714199
5.468660641994126,168.19693125934475
5.056303275681837,126.92071516661416
5.118817916268072,133.1586020652496
5.117526246777105,136.46382976234113
5.649210302116064,176.59391522851138
5.7460448792654235,190.39972604548714
5.58336876509716,177.97740392899203
5.962172548474542,207.11788789325828
5.374870579523704,155.82979410533906
5.285712086281861,148.45584887412585
5.8685991281894605,204.46269707151768
5.2235958385194525,138.81994093745644
5.963222539440611,208.09096114471012
5.012154474689816,127.47962806300748
5.969878826707639,213.65417110708256
